,title,author,repository,category,created_at,approval_time_days,curators,comments_count,review_comments_count,commits_count,additions_count,deletions_count,changed_files_count,performance_score,is_stale,state,GitHub Link
615,Add Larch phase 2,,w3f_grants,,2023-11-29,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2132
616,Update index.md,,w3f_grants,,2023-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2131
617,Integrate Sumsub,,w3f_grants,,2023-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2130
618,Update lastic-price-simulation-2.md to add additional contributor.,,w3f_grants,,2023-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2129
619,Changes to Lastic coretime price simulation,,w3f_grants,,2023-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2128
620,Deitos Network: New team member.,,w3f_grants,,2023-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2127
621,Change the Payment address,,w3f_grants,,2023-11-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2126
622,Added Node Red project,,w3f_grants,,2023-11-24,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2125
623,Amended Proposal for a Contracts Performance Measurement Tool,,w3f_grants,,2023-11-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2124
624,Democratic Governance,,w3f_grants,,2023-11-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2123
625,Update check_application_document.yml,,w3f_grants,,2023-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2122
626,Create private-labeler.yml,,w3f_grants,,2023-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2121
627,Amendment to Signet Application,,w3f_grants,,2023-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2120
628,Web 3 Association Sponsorship 2023 grant proposal,,w3f_grants,,2023-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2119
629,Updating MeProtocol Grant Application,,w3f_grants,,2023-11-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2118
630,Update index.md,,w3f_grants,,2023-11-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2117
631,WIP : Substrate enterprise based on Hyperledger Fabric,,w3f_grants,,2023-11-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2116
632,Update index.md,,w3f_grants,,2023-11-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2115
633,Marco Polo Technologies,,w3f_grants,,2023-11-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2114
634,QuantumGuard application submission,,w3f_grants,,2023-11-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2113
635,TuxedoDapp,,w3f_grants,,2023-11-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2112
636,Lastic coretime price simulation,,w3f_grants,,2023-11-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2111
637,Xcavate Blockchain & realXchange dApp,,w3f_grants,,2023-11-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2110
638,Xcavate Blockchain & realXchange dApp,,w3f_grants,,2023-11-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2109
639,add GrantMaster 2.0,,w3f_grants,,2023-11-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2108
640,Update index.md,,w3f_grants,,2023-11-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2107
641,Nighthawk Grant application,,w3f_grants,,2023-11-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2106
642,Amendment to Plutonication,,w3f_grants,,2023-11-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2105
643,Grant: SubSMT,,w3f_grants,,2023-11-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2104
644,Liisa portfolio tracker application update,,w3f_grants,,2023-11-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2103
645,"Liisa Portfolio Tracker - Updated Deadlines, Chain suport and Cloud provider",,w3f_grants,,2023-11-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2102
646,Update payment methods,,w3f_grants,,2023-11-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2101
647,add Milestone 3 for daos: daos based on ink,,w3f_grants,,2023-11-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2100
648,Cancel Tellor.md,,w3f_grants,,2023-11-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2099
649,Update privacy_policy.md,,w3f_grants,,2023-11-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2098
650,Nighthawk grant application,,w3f_grants,,2023-11-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2097
651,hyperfridge,,w3f_grants,,2023-11-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2096
652,Create Sandox_plugins.md,,w3f_grants,,2023-11-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2095
653,Create MatrixAI.md,,w3f_grants,,2023-11-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2094
654,Update index.md,,w3f_grants,,2023-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2093
655,Decentralized Private Computation,,w3f_grants,,2023-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2092
656,Application of CryptoPatronage,,w3f_grants,,2023-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2091
657,Etf Network Proposal,,w3f_grants,,2023-11-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2090
658,Update rfps.md,,w3f_grants,,2023-11-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2089
659,Update jsonrpsee-proxy-support.md,,w3f_grants,,2023-11-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2088
661,Update entity information and address,,w3f_grants,,2023-11-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2087
662,kaladin grant application,,w3f_grants,,2023-11-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2086
663,Update intro.md,,w3f_grants,,2023-11-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2085
664,Update index.md,,w3f_grants,,2023-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2084
665,Application of Rings Network,,w3f_grants,,2023-11-02,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2083
666,Kuma Wallet - Phase 2,,w3f_grants,,2023-11-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2082
667,Create CoinFabrik_On_Ink_Integration_Tests_3.md,,w3f_grants,,2023-11-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2081
668,RegionX Application,,w3f_grants,,2023-10-31,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2080
669,[Aviraj] Added maintenance grant ink-boxes,,w3f_grants,,2023-10-31,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2079
670,Demand Abstraction Based on Intent-centric and AI Agent.md,,w3f_grants,,2023-10-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2078
671,ZkWasm Rollup Grant Amendment,,w3f_grants,,2023-10-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2077
672,Update payment,,w3f_grants,,2023-10-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2076
673,Demand Abstraction Based on Intent-centric and AI Agent.md,,w3f_grants,,2023-10-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2075
674,Cancel Claps.md,,w3f_grants,,2023-10-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2074
675,jua grant application,,w3f_grants,,2023-10-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2073
676,Update index.md,,w3f_grants,,2023-10-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2072
677,Tux0 application,,w3f_grants,,2023-10-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2071
678,Aisland docsig milestone 2,,w3f_grants,,2023-10-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2070
679,Create jua.md,,w3f_grants,,2023-10-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2069
680,Add JsonRpsee-socks5-proxy,,w3f_grants,,2023-10-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2068
681,Interstellar- New Recovery options,,w3f_grants,,2023-10-24,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2067
682,pocs-proposal,,w3f_grants,,2023-10-23,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2066
683,WeTEE Grant,,w3f_grants,,2023-10-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2065
684,Re-submission of Application for Candymint tool,,w3f_grants,,2023-10-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2064
685,Treasury Tracker - Level 2 Request,,w3f_grants,,2023-10-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2063
686,Update index.md to check first delivery and completed,,w3f_grants,,2023-10-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2062
687,Update: Project Aurras - MVP - Phase 2,,w3f_grants,,2023-10-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2061
688,Cancel Syncra.md,,w3f_grants,,2023-10-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2060
689,Update index.md,,w3f_grants,,2023-10-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2059
690,PolkaMask: Bridging the Polkadot Ecosystem with Metamask - A Revolutionary Signer Snap Project,,w3f_grants,,2023-10-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2058
691,Create SpellRouter-proposal.md,,w3f_grants,,2023-10-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2057
692,[RFP]socks5 support for JsonRpsee,,w3f_grants,,2023-10-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2056
693,Amend Calamar's milestone 3,,w3f_grants,,2023-10-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2055
694,Xcavate W3F Grant Application Phase 2,,w3f_grants,,2023-10-17,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2054
695,Xcavate Milestone 2 W3F Grant Application,,w3f_grants,,2023-10-16,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2053
696,vane-network,,w3f_grants,,2023-10-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2052
697,Create signet.md,,w3f_grants,,2023-10-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2051
698,Application for Candymint,,w3f_grants,,2023-10-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2050
699,docs: fix typo,,w3f_grants,,2023-10-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2049
700,Update RFP statuses,,w3f_grants,,2023-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2048
701,Chain Extension Suite,,w3f_grants,,2023-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2047
702,clarifications,,w3f_grants,,2023-10-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2046
703,Cancel vue-typescript-substrate-frontend-template.md,,w3f_grants,,2023-10-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2045
704,Pennyworth,,w3f_grants,,2023-10-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2044
705,Update index.md,,w3f_grants,,2023-10-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2043
706,Cancel spacewalk-bridge.md,,w3f_grants,,2023-10-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2042
707,Tracking Chain Amendment for milestone 4,,w3f_grants,,2023-10-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2041
709,Deitos Network Application,,w3f_grants,,2023-10-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2040
710,Corego Proposal,,w3f_grants,,2023-10-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2039
711,Interstellar final delivery,,w3f_grants,,2023-10-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2038
713,update duration estimation,,w3f_grants,,2023-10-09,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2037
714,Update index.md,,w3f_grants,,2023-10-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2036
715,New more balanced pairing with a view toward acceleration of the BLS multi-signature scheme,,w3f_grants,,2023-10-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2035
716,New more balanced pairing with a view toward acceleration of the aggregate BLS signature scheme,,w3f_grants,,2023-10-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2034
717,Polkadot Common Good Apps Hub Application,,w3f_grants,,2023-10-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2033
718,propose research on smartcontract automation protocol,,w3f_grants,,2023-10-05,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2032
719,Update index.md - Waves 9 - 12 status review,,w3f_grants,,2023-10-04,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2031
720,Update QSTN.md,,w3f_grants,,2023-10-04,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2030
721,profond milestone 1,,w3f_grants,,2023-10-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2029
722,Interstellar Wallet Phase 2 - amended - remove docker delivery,,w3f_grants,,2023-10-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2028
723,Polkadot Common Good Apps Hub Application.,,w3f_grants,,2023-10-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2027
724,Cancel binary_merkle_tree.md,,w3f_grants,,2023-10-03,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2026
725,Protico: Web3-Powered Community Success for Web2 brands,,w3f_grants,,2023-10-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2025
726,Octan Network,,w3f_grants,,2023-10-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2024
727,add Octan_Network.md,,w3f_grants,,2023-10-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2023
728,add Octan_Network.md,,w3f_grants,,2023-10-01,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2022
729,Rate-limiting nullifier pallet application,,w3f_grants,,2023-09-30,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2021
730,Update index.md,,w3f_grants,,2023-09-29,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2020
731,Update index.md to check xcm-tools as completed,,w3f_grants,,2023-09-29,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2019
732,Amend ink! analyzer (phase 2),,w3f_grants,,2023-09-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2018
733,Update index.md,,w3f_grants,,2023-09-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2017
734,update the registered address and entity,,w3f_grants,,2023-09-28,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2016
735,Update rfp list.md,,w3f_grants,,2023-09-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2015
736,Update Melodot Milestone 2,,w3f_grants,,2023-09-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2014
737,Updated Wave 17 deliveries,,w3f_grants,,2023-09-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2013
738,RFP restructure,,w3f_grants,,2023-09-27,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2012
739,Update index.md,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2011
740,Update README.md,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2010
741,Fix typos,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2009
742,Grant application for Lastic - A UI interaction for the coretime chain,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2008
743,Application for Sub-Consensus Mechanism,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2007
744,Fix typos,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2006
745,Invoice after approval,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2005
746,Polkadart amend,,w3f_grants,,2023-09-26,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2004
747,Update RFPs,,w3f_grants,,2023-09-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2003
748,Application for Dexel.md,,w3f_grants,,2023-09-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2002
749,change admonition background colors,,w3f_grants,,2023-09-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2001
750,Update payment options,,w3f_grants,,2023-09-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/2000
751,propose Automation Protocol,,w3f_grants,,2023-09-25,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1999
752,Update index.md to check  ink! analyzer (phase 2) First Delivery ,,w3f_grants,,2023-09-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1998
753,SubFlow: Web3 microblogging Smart Service,,w3f_grants,,2023-09-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1997
754,Change bg color of admonitions,,w3f_grants,,2023-09-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1996
755,Remove two deliverables from application,,w3f_grants,,2023-09-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1995
756,SubFlow: Web3 microblogging Smart Service,,w3f_grants,,2023-09-22,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1994
757,Update RFPs,,w3f_grants,,2023-09-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1993
758,Create Apenotic-DID-Wallet.md,,w3f_grants,,2023-09-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1992
759,Cancel wasmedge_substrate.md,,w3f_grants,,2023-09-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1991
760,Cancel verida_network.md,,w3f_grants,,2023-09-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1990
761,Update index.md to check First Delivery and Completed,,w3f_grants,,2023-09-21,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1989
762,Update Claps.md,,w3f_grants,,2023-09-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1988
763,test actions,,w3f_grants,,2023-09-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1987
764,Ssal grant application,,w3f_grants,,2023-09-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1986
765,ISO-8583-implementation milestone 1,,w3f_grants,,2023-09-20,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1985
766,Update analysis-website-and-data-platform.md,,w3f_grants,,2023-09-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1984
767,Update index.md,,w3f_grants,,2023-09-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1983
768,LaunchPad Platform using Ink! Smart Contract,,w3f_grants,,2023-09-19,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1982
769,Update RFP links,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1981
770,Create CoinFabrik_On_Ink_Integration_Tests_2.md,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1980
771,Create CoinFabrik_On_Ink_Integration_Tests_2.md,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1979
772,Amendment - Timeline Extension,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1978
773,Broken link checker,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1977
774,Update RFP link for ISO-8583-implementation.md,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1976
775,CoinFabrik_On_Ink_Integration_Tests milestone 1,,w3f_grants,,2023-09-18,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1975
776,Move P2P data platform proposal to applications directory,,w3f_grants,,2023-09-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1974
777,LaunchPad Platform using Ink! Smart Contract,,w3f_grants,,2023-09-15,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1973
778,Ocelloids XCM Transfer Monitoring Service,,w3f_grants,,2023-09-14,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1972
779,"FiDi DotSight: Refined scope for M3, updated address",,w3f_grants,,2023-09-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1971
780,Add StorageHub Proposal,,w3f_grants,,2023-09-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1970
781,Polkadot Analytics Platform (Stage 2),,w3f_grants,,2023-09-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1969
782,Polkadot analytics platform first delivery,,w3f_grants,,2023-09-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1968
783,add grant management webapp 2 application,,w3f_grants,,2023-09-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1967
784,Create CodeX.md,,w3f_grants,,2023-09-13,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1966
785,CodeX - NoCode ,,w3f_grants,,2023-09-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1965
786,Create hybrid2.md,,w3f_grants,,2023-09-12,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1964
787,Update index.md,,w3f_grants,,2023-09-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1963
788,Pendulum name typo,,w3f_grants,,2023-09-11,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1962
789,Rfp/security marketplace_PaymentAmendment,,w3f_grants,,2023-09-10,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1961
790,Create `Polkadot-Smart-Account.md`,,w3f_grants,,2023-09-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1960
791,Amend: Tokenomics survey 2022,,w3f_grants,,2023-09-08,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1959
792,Fix composable grants program link,,w3f_grants,,2023-09-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1958
793,Create MatrixAI.md,,w3f_grants,,2023-09-07,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1957
794,PoC Polkadot Conformance Tests,,w3f_grants,,2023-09-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1956
795,Fix ecosystem grant link in funding doc,,w3f_grants,,2023-09-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1955
796,Update ecosystem grant programs links in README,,w3f_grants,,2023-09-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1954
797,Trusted Pods grant application,,w3f_grants,,2023-09-06,N/A,None,0,0,0,0,0,0,0.0,No,closed,https://github.com/w3f_grants/issues/1953
